"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2011-10-02","Helse Sør-Øst/University of Oslo Microarray Core Facility","Norway","Oslo, Norway","True","False","59.9304712584,10.6632345915","1","0","1","0","0","0","0","0"
"2011-10-02","High-throughput Genome Analysis Core (HGAC), University of Chicago","United States","IL, United States","None","None","41.7914887156,-87.6033496857","2","1","1","0","0","0","0","0"
"2011-10-02","Hospital Israelita Albert Einstein","Brazil","São Paulo, Brazil","True","False","-23.5996804344,-46.7151546478","1","0","0","0","0","0","1","0"
"2011-10-02","House Ear Institute","United States","CA, United States","None","None","34.0628990351,-118.274173737","1","0","0","0","0","0","1","0"
"2011-10-02","Hubrecht Institute","Netherlands","Utrecht, Netherlands","False","False","52.08952714,5.17730712891","5","1","0","0","0","1","3","0"
"2011-10-02","HudsonAlpha Institute for Biotechnology","United States","AL, United States","True","False","34.7253890792,-86.6907119751","15","1","7","5","0","1","1","0"
"2011-10-02","Human Genome Sequencing Centre, Baylor College of Medicine","United States","TX, United States","None","True","29.7104940395,-95.3958320618","18","10","2","0","0","0","6","0"
"2011-10-02","Huntsman Cancer Institute Genomic Analysis Core Facility","United States","Salt Lake City, United States","True","False","40.7733,-111.8351","2","0","1","1","0","0","0","0"
"2011-10-02","Hussman Institute for Human Genomics","United States","Miami, Florida, United States","True","True","25.794790919,-80.208864212","7","0","1","4","0","0","2","0"
"2011-10-02","IBBL","Luxembourg","Luxembourg, Luxembourg","None","True","49.6035905243,6.13037109375","2","0","0","0","0","0","2","0"
"2011-10-02","IBEST DNA Sequencing Analysis Core","United States","ID, United States","None","None","46.7270361426,-117.010316849","1","1","0","0","0","0","0","0"
"2011-10-02","IBL","France","LILLE, France","None","None","50.6278227246,3.07389736176","1","1","0","0","0","0","0","0"
"2011-10-02","IBMS, Academia Sinica","Taiwan","Taipei, Taiwan","True","False","25.0370828104,121.635475159","1","1","0","0","0","0","0","0"
"2011-10-02","ICR","United Kingdom","Greater London, United Kingdom","None","None","51.489774,-0.175095","1","0","1","0","0","0","0","0"
"2011-10-02","IFOM-IEO Campus","Italy","Lombardia, Italy","False","False","45.442233,9.203217","2","0","1","1","0","0","0","0"
"2011-10-02","IGA","Italy","Friuli Venezia Giulia, Italy","None","None","46.0732306254,13.2055664062","3","0","2","1","0","0","0","0"
"2011-10-02","IGA Technology Services","Italy","Friuli-Venezia Giulia, Italy","None","None","46.016098344,13.2660770416","1","0","0","1","0","0","0","0"
"2011-10-02","IGA Technology Services Srl","Italy","Friuli Venezia Giulia, Italy","True","True","45.8287992519,12.48046875","3","0","2","1","0","0","0","0"
"2011-10-02","IGBMC microarray and sequencing platform","France","illkirch, CU strasbourg, France","True","False","48.531157011,7.71789550781","1","0","1","0","0","0","0","0"
"2011-10-02","IGIB Extension  Center at Naraina","India","Delhi, India","None","None","28.634027476,77.1350097656","1","0","1","0","0","0","0","0"
"2011-10-02","IGP Uppsala University","Sweden","Uppsala, Sweden","True","True","59.845634,17.640309","2","0","0","0","0","0","2","0"
"2011-10-02","IKMB - Institute of Clinical Molecular Biology","Germany","Schleswig-Holstein, Germany","None","None","54.3292191792,10.1426875591","6","1","0","3","0","0","2","0"
"2011-10-02","Illumina","United States","CA, United States","None","None","32.889678,-117.214508","1","0","1","0","0","0","0","0"
"2011-10-02","Illumina (formerly Solexa HQ)","United Kingdom","Essex, United Kingdom","None","None","52.059668,0.23243","1","0","1","0","0","0","0","0"
"2011-10-02","IMGM Laboratories GmbH","Germany","Martinsried | Munich, Germany","True","None","48.1123598049,11.4522600174","2","2","0","0","0","0","0","0"
"2011-10-02","IMPPC","Spain","Badalona, Spain","True","False","41.4846626306,2.23880767822","3","1","0","1","0","1","0","0"
"2011-10-02","INDEAR-CONICET","Argentina","Rosario, Argentina","True","True","-32.9699315831,-60.623588562","1","1","0","0","0","0","0","0"
"2011-10-02","Indiana University (Bloomington)","United States","IN, United States","True","False","39.164141,-86.52832","2","1","1","0","0","0","0","0"
"2011-10-02","Infectious Disease Research Center, Colorado State","United States","CO, United States","None","None","40.5705450046,-105.079507828","1","0","0","0","0","0","1","0"
"2011-10-02","INMEGEN","Mexico","D.f., Mexico","None","None","19.394068,-99.09668","1","0","0","0","0","0","1","0"
"2011-10-02","Inqaba Biotec","South Africa","Gauteng, Pretoria, Sunnyside, South Africa","None","None","-25.7603197547,28.212890625","1","1","0","0","0","0","0","0"
"2011-10-02","INRA Jouy en Josas","France","Ile-de-France, France","None","None","48.7637988869,2.16821193695","1","0","0","0","0","0","1","0"
"2011-10-02","INSP","Mexico","Mo, Mexico","None","None","18.97718511,-99.2461814582","1","1","0","0","0","0","0","0"
"2011-10-02","Institut Curie","France","Ile-de-France, France","None","False","48.8439886271,2.34442234039","1","0","0","0","0","0","1","0"
"2011-10-02","Institut de Biologie Intégrative et des Systèmes - U. Laval","Canada","QC, Canada","True","None","46.7794324597,-71.2784385681","2","2","0","0","0","0","0","0"
"2011-10-02","Institut Pasteur","France","Ile-de-France, France","True","None","48.8411642389,2.30978965759","1","0","1","0","0","0","0","0"
"2011-10-02","Institut Pharmacologie Moléculaire Cellulaire","France","Sophia Antipolis, France","True","False","43.6185783773,7.05296516418","1","0","0","0","0","0","1","0"
"2011-10-02","Institut pour la Recherche sur le Cancer de Lille","France","Lille, France","True","None","50.6132558577,3.03565979004","2","0","0","0","0","1","1","0"
"2011-10-02","Institute for Biomedical Technologies - CNR","Italy","Puglia, Italy","False","False","41.1110461089,16.8837547302","1","1","0","0","0","0","0","0"
"2011-10-02","Institute for Chemical Biology and Fundamental Medicine","Russia","Новосибирская область, Russia","True","False","54.8506543588,83.1035470963","1","0","0","0","0","0","1","0"
"2011-10-02","Institute for Genome Sciences, University of Maryland","United States","MD, United States","True","True","39.2886176084,-76.6291698216","5","2","1","1","0","0","0","1"
"2011-10-02","Institute for Immunology and Infectious Diseases","Australia","Perth, Australia","False","False","-32.0715200064,115.838470459","1","1","0","0","0","0","0","0"
"2011-10-02","Institute for Molecular Bioscience University of Queensland","Australia","QLD, Australia","False","False","-27.496547227,153.009681702","12","0","0","0","0","1","11","0"
"2011-10-02","Institute for Plant Genomics, Human Biotechnology and Bioenergy (BAYGEN)","Hungary","Csongrád, Hungary","None","None","46.2445438139,20.1661616564","1","0","0","0","0","0","1","0"
"2011-10-02","Institute for Systems Biology","United States","WA, United States","False","False","47.6488240359,-122.342076302","2","0","2","0","0","0","0","0"
"2011-10-02","Institute for Translational Oncology and Immunology (TRON)","Germany","Mainz, Rhineland-Palatinate, Germany","True","False","49.9939465308,8.25461626053","1","0","0","1","0","0","0","0"
"2011-10-02","Institute of Biotechnolgy - University of Helsinki","Finland","Etelä-Suomi, Finland","True","None","60.226457,25.01353","2","1","0","0","0","0","1","0"
"2011-10-02","Institute of Genomics and Integrative Biology","India","Delhi, India","True","True","28.6345736422,77.1348595619","2","1","1","0","0","0","0","0"
"2011-10-02","Institute of Genomics and Integrative Biology","India","Delhi, India","False","True","28.6934063916,77.2186410427","1","0","0","1","0","0","0","0"
"2011-10-02","Institute of Laboratory Medicine, Clinical Chemistry, and Molecular Diagnostics","Germany","Saxony, Germany","None","None","51.3313423299,12.3906415701","2","1","1","0","0","0","0","0"
"2011-10-02","Institute of Marine Biology and Genetics, Hellenic Centre of Marine Research","Greece","Κρήτη, Greece","True","None","35.332352348,25.2812576294","1","1","0","0","0","0","0","0"
"2011-10-02","Institute of Medical Virology","Switzerland","Zürich, Switzerland","False","False","47.3979497713,8.5505926609","1","1","0","0","0","0","0","0"
"2011-10-02","Institute of Molecular Genetics AS CR","Czech Republic","Středočeský, Czech Republic","False","True","50.0139994963,14.4645953178","1","1","0","0","0","0","0","0"
"2011-10-02","Institute of Oceanology,CAS","China","山东省, China","True","None","36.0543728197,120.345697403","2","0","0","0","0","0","2","0"
"2011-10-02","Instituto de Biomedicina y Biotecnologia de Cantabria - IBBTEC","Spain","Cantabria, Spain","True","False","43.4529188936,-3.779296875","1","0","1","0","0","0","0","0"
"2011-10-02","IntegenX","United States","CA, United States","False","False","37.6915634956,-121.894512177","1","0","1","0","0","0","0","0"
"2011-10-02","Integragen","France","Ile-de-France, France","None","None","48.618747,2.44993","1","0","1","0","0","0","0","0"
"2011-10-02","Integrated Core Facility for Functional Genomics","Taiwan","Taipei, Taiwan","True","False","24.9767219253,121.53711319","1","0","0","0","0","0","1","0"
"2011-10-02","Integrated Functional Genomics (IFG)","Germany","North Rhine-Westphalia, Germany","True","True","51.9672741359,7.59189605713","1","0","0","0","0","0","1","0"
"2011-10-02","International Livestock Research Institute","Kenya","Rift Valley, Kenya","True","True","-1.26849539431,36.7222523689","1","1","0","0","0","0","0","0"
"2011-10-02","Iowa State University DNA facility","United States","IA, United States","None","False","42.0250686463,-93.6474609375","1","0","1","0","0","0","0","0"
"2011-10-02","IPATIMUP","Portugal","Porto, Portugal","None","False","41.1754157497,-8.6005461216","1","0","0","0","0","1","0","0"
"2011-10-02","IPATIMUP","Portugal","Porto, Portugal","False","False","41.175448052,-8.60052466393","1","0","0","0","0","1","0","0"
"2011-10-02","IRCL","France","Nord-Pas-de-Calais, France","True","None","50.6122482627,3.03405046463","2","0","0","0","0","1","1","0"
"2011-10-02","Istanbul University","Turkey","Istanbul, Turkey","True","True","41.017469619,28.933095932","2","1","0","0","0","1","0","0"
"2011-10-02","Istenhegyi Gendiagnosztika","Hungary","Budapest, Hungary","True","True","47.5006049137,19.0083003044","1","1","0","0","0","0","0","0"
"2011-10-02","Istituto Superiore di Sanità","Italy","Lazio, Italy","False","False","41.9042254273,12.5181484222","1","1","0","0","0","0","0","0"
"2011-10-02","ITC BAS RAS","Russia","Москва, Russia","None","None","55.6964420352,37.5649380684","1","0","1","0","0","0","0","0"
"2011-10-02","J. Craig Venter Institute","United States","MD, United States","None","None","39.0995515886,-77.1936535835","7","3","2","0","0","0","2","0"
"2011-10-02","KACST","Saudi Arabia","Riyadh, Saudi Arabia","False","True","24.6669863852,46.6918945312","4","1","0","1","0","0","2","0"
"2011-10-02","Kang Chen Bio","China","上海市, China","True","True","31.177333933,121.408689022","1","0","1","0","0","0","0","0"
"2011-10-02","Kansas State Uni","United States","KS, United States","None","None","39.181175,-96.591797","1","1","0","0","0","0","0","0"
"2011-10-02","Karolinska Institute Department of Biochemistry and Biophysics","Sweden","Solna, Stockholm, Sweden","None","None","59.3478079629,18.0209255219","1","0","0","1","0","0","0","0"
"2011-10-02","Kazusa DNA Research Institute","Japan","千葉県, Japan","None","None","35.329761506,139.990711212","1","0","0","0","0","0","0","0"
"2011-10-02","Keio University (Dept. Biosciences and Informatics)","Japan","神奈川県, Japan","False","False","35.5563725561,139.652667046","1","0","1","0","0","0","0","0"
"2011-10-02","Keygene N.V.","Netherlands","Gelderland, Netherlands","None","None","51.976831,5.6462","4","2","1","0","0","0","0","1"
"2011-10-02","Kids Research Institute","Australia","NSW, Australia","False","False","-33.8025797557,150.990922451","1","0","0","0","0","1","0","0"
"2011-10-02","Kiko tech Co., Ltd. Kobe Office","Japan","兵庫県, Japan","True","True","34.6587493157,135.217309892","1","0","0","0","0","0","1","0"
"2011-10-02","King Abdul Aziz University Hospital","Saudi Arabia","Jeddah, Saudi Arabia","False","False","21.4931649439,39.2486572266","1","0","0","0","0","0","1","0"
"2011-10-02","King Abdullah University of Science and Technology","Saudi Arabia","Thuwal, Saudi Arabia","False","False","22.2890964187,39.1333007812","5","2","0","2","0","0","1","0"
"2011-10-02","Koko näyttö Institute of Biotechnolgy - University of Helsinki","Finland","Helsinki, Finland","True","None","60.226111167,25.0149679184","2","1","0","0","0","0","1","0"
"2011-10-02","Korea Research Institute of Bioscience & Biotechnology (KRIBB)","South Korea","Daejeon, South Korea","None","None","36.4117784199,127.364501953","1","0","1","0","0","0","0","0"
"2011-10-02","KPS Biotechnology & Healthcare Services Ltd. ","Hungary","Budapest, Hungary","True","None","47.5079250985,19.0235137939","1","1","0","0","0","0","0","0"
"2011-10-02","KTH Gene Technology Sequencing Center","Sweden",", Sweden","None","None","59.353737,18.058519","1","1","0","0","0","0","0","0"
"2011-10-02","Labindia Life Sciences","India","Haryana, India","None","None","28.5067498951,77.0882320404","1","0","0","0","0","0","1","0"
"2011-10-02","Laboratory of Molecular Technology","United States","MD, United States","False","False","39.4264184311,-77.414438009","2","2","0","0","0","0","0","0"
"2011-10-02","LANGEBIO-CINVESTAV","Mexico","Gt, Mexico","True","None","20.7132676675,-101.320921897","3","2","0","0","0","0","1","0"
"2011-10-02","Lausanne Genomic Technologies Facility","Switzerland","Vaud, Switzerland","True","None","46.520248831,6.57514572144","2","0","2","0","0","0","0","0"
"2011-10-02","Lavonn","United States","MD, United States","None","None","39.0976282269,-77.2050261497","4","1","1","0","0","0","2","0"
"2011-10-02","LC Sciences","United States","TX, United States","True","False","29.672551541,-95.41898489","1","0","1","0","0","0","0","0"
"2011-10-02","Leiden University Medical Centre","Netherlands","Zuid-Holland, Netherlands","None","None","52.1660415713,4.47502756171","6","1","2","1","0","1","0","1"
"2011-10-02","LGC Agowa","Germany","Berlin, Germany","None","None","52.460403,13.527946","2","1","0","1","0","0","0","0"
"2011-10-02","LGC Genomics","United Kingdom","Greater London, United Kingdom","None","None","51.4257849784,-0.339803695679","2","1","0","1","0","0","0","0"
"2011-10-02","LGC Genomics","Germany","Berlin, Germany","True","True","52.5229059403,13.3813476562","2","1","0","1","0","0","0","0"
"2011-10-02","Li Ka Shing Institute of Health Sciences, CUHK","Hong Kong","Hong Kong, Hong Kong","True","False","22.3806745496,114.201872349","10","0","10","0","0","0","0","0"
"2011-10-02","Liverpool Cancer Research UK Centre, Liverpool, United Kingdom","United Kingdom","Merseyside, United Kingdom","False","False","53.4100434793,-2.96817541122","1","0","0","0","0","1","0","0"
"2011-10-02","LNCC - Laboratório Nacional de Computação Científica","Brazil","RJ, Brazil","None","None","-22.532854,-43.207855","1","1","0","0","0","0","0","0"
"2011-10-02","London Regional Genomics Centre","Canada","ON, Canada","True","True","43.0117277171,-81.2738165259","2","0","0","0","0","2","0","0"
"2011-10-02","London Research Institute","United Kingdom","Greater London, United Kingdom","False","False","51.5157293389,-0.116000175476","1","0","1","0","0","0","0","0"
"2011-10-02","Lotterwest State Biomedical Facility Genomics","Australia","Perth, Western Australia, Australia","True","False","-31.9531818034,115.865421295","4","1","0","0","0","1","2","0"
"2011-10-02","Ludwig Institute for Cancer Research","Brazil","SP, Brazil","False","False","-23.5689481445,-46.6422758102","1","0","0","0","0","0","1","0"
"2011-10-02","Lund University Department of Oncology","Sweden","Lund, Sweden","None","None","55.7120631438,13.1954169273","2","0","1","1","0","0","0","0"
"2011-10-02","Lund University Dept. Diabetes and Endocrinology","Sweden","Malmo, Sweden","None","None","55.5895326039,12.9993259907","1","0","0","1","0","0","0","0"
"2011-10-02","Macrogen","South Korea","South Korea, South Korea","None","None","37.4776508292,126.885159016","13","1","10","0","0","0","2","0"
"2011-10-02","Malaysia Genome Institute","Malaysia","Selangor, Malaysia","True","True","2.95908710311,101.77734375","1","0","0","1","0","0","0","0"
"2011-10-02","Malaysian Genomics Resource Centre","Malaysia","WP Kuala Lumpur, Malaysia","True","True","3.1184476614,101.676106453","2","1","0","1","0","0","0","0"
"2011-10-02","Massachusetts General Hospital","United States","MA, United States","None","None","42.363491,-71.067638","1","0","0","0","0","0","1","0"
"2011-10-02","Massey Genome Service","New Zealand","Massey University, Palmerston North, New Zealand","True","None","-40.3867624885,175.617957115","1","0","1","0","0","0","0","0"
"2011-10-02","Matis ohf","Iceland","Vinlandsleid 12, Iceland","True","True","64.1299709301,-21.7673063278","1","1","0","0","0","0","0","0"
"2011-10-02","Max Planck Institute for Developmental Biology","Germany","Baden-Württemberg, Germany","False","False","48.5342688051,9.05488014221","2","0","2","0","0","0","0","0"
"2011-10-02","Max Planck Institute for Molecular Genetics","Germany","Berlin, Germany","False","False","52.444253,13.273802","21","2","3","3","0","0","12","0"
"2011-10-02","Max-Planck Institute of Immunobiology","Germany","Baden-Württemberg, Germany","True","False","48.025610243,7.85168409348","1","0","1","0","0","0","0","0"
"2011-10-02","Mayo Clinic","United States","Rochester, MN, United States","True","True","44.0199006495,-92.4666023254","7","1","0","5","0","0","1","0"
"2011-10-02","McGill University and Génome Québec Innovation Centre","Canada","Montreal, Canada","True","None","45.504903,-73.575268","16","3","2","11","0","0","0","0"
"2011-10-02","MD Anderson Cancer Center","United States","TX, United States","True","None","29.7057974402,-95.3972053528","6","0","0","0","0","2","4","0"
"2011-10-02","Medical Genome Project Sevilla","Spain","AL, Spain","None","None","37.4041021712,-6.00630283356","11","7","0","0","0","0","4","0"
"2011-10-02","Medical NeuroGenetics","United States","GA, United States","True","False","33.9479168984,-84.3640136719","1","0","0","0","0","0","1","0"
"2011-10-02","Medical University Innsbruck, Biocenter","Austria","Tirol, Austria","None","None","47.2603009412,11.3808917999","2","0","0","0","0","1","1","0"
"2011-10-02","Memorial Sloan-Kettering Cancer Center","United States","NY, United States","False","False","40.765084,-73.95663","5","2","0","0","0","0","3","0"
"2011-10-02","Methodist Hospital Research Institute","United States","Houston, TX, United States","True","False","30.9926797539,-95.9765625","1","0","1","0","0","0","0","0"
"2011-10-02","MGH NextGen Sequencing Core","United States","Boston, MA, United States","None","False","42.362016285,-71.0658681393","1","0","1","0","0","0","0","0"
"2011-10-02","Miami Institute of Human Genomics","United States","FL, United States","None","None","25.792473,-80.211182","6","0","2","2","0","0","2","0"
"2011-10-02","Michigan State University RTSF","United States","MI, United States","None","None","42.7601211193,-84.6606445312","2","1","1","0","0","0","0","0"
"2011-10-02","Micromon High Throughput Sequencing Facility (Monash University)","Australia","Melbourne, Victoria, Australia","True","False","-37.910680596,145.129292607","1","0","1","0","0","0","0","0"
"2011-10-02","Microsynth","Switzerland","Sankt Gallen, Switzerland","None","None","47.406599,9.607029","1","1","0","0","0","0","0","0"
"2011-10-02","MissionBio","Taiwan","台北市, Taiwan","True","True","25.058563656,121.611764431","3","1","0","0","0","0","2","0"
"2011-10-02","Molecular and Computational Biology, University of Southern California","United States","CA, United States","None","None","34.0225378344,-118.290030956","1","0","1","0","0","0","0","0"
"2011-10-02","Molecular Genetics Core Facility, Harvard Catalyst","United States","MA, United States","None","None","42.3378325729,-71.1055111885","1","0","0","0","0","0","1","0"
"2011-10-02","Monsanto","United States","MO, United States","None","None","38.663329837,-90.5669116974","11","0","10","0","0","0","0","1"
"2011-10-02","Montpellier GenomiX","France","Languedoc-Roussillon, France","True","False","43.6381871611,3.84452819824","2","0","1","1","0","0","0","0"
"2011-10-02","Moores UCSD Cancer Center","United States","CA, United States","False","False","32.8791546815,-117.222576141","2","0","0","1","0","0","1","0"
"2011-10-02","Mount Sinai School of Medicine","United States","NY, United States","True","False","40.7898996853,-73.9532661438","2","0","0","2","0","0","0","0"
"2011-10-02","MPI EVA","Germany","Sachsen, Germany","None","None","51.3211048746,12.3948311806","7","2","5","0","0","0","0","0"
"2011-10-02","MRC Clinical Sciences Centre","United Kingdom","Greater London, United Kingdom","True","True","51.517663,-0.234833","3","0","1","2","0","0","0","0"
"2011-10-02","MRC hub Cambridge (EASIH)","United Kingdom","Cambridgeshire, United Kingdom","True","False","52.173721,0.138037","6","1","1","0","0","1","3","0"
"2011-10-02","MSU Research Technology Support Facility","United States","MI, United States","None","None","42.811522,-84.243164","2","1","1","0","0","0","0","0"
"2011-10-02","Mutation Analysis Facility, Karolinska Inst.","Sweden","Huddinge, Sweden","None","None","59.2219332882,17.9359960556","1","0","0","0","0","0","1","0"
"2011-10-02","MYcroarray","United States","MI, United States","True","False","42.3175586636,-83.6476707458","1","1","0","0","0","0","0","0"
"2011-10-02","National Cancer Institute","United States","MD, United States","False","False","39.0021770002,-77.0960426331","6","0","4","1","0","0","0","1"
"2011-10-02","National Cheng Kung University","Taiwan","台南市, Taiwan","True","True","23.1676337209,120.267333984","1","0","1","0","0","0","0","0"
"2011-10-02","National Chung Hsing University","Taiwan","台中市, Taiwan","None","None","24.1810847072,120.682067871","1","0","1","0","0","0","0","0"
"2011-10-02","National High-throughput Sequencing Centre, University of Copenhagen","Denmark","Hovedstaden, Denmark","True","None","55.6883267511,12.5733375549","5","2","1","2","0","0","0","0"
"2011-10-02","National Institute for Infectious Diseases - INMI ""L. Spallanzani"" - Rome","Italy","Lazio, Italy","None","False","41.902277,12.65625","1","1","0","0","0","0","0","0"
"2011-10-02","National Institute of Immunology","India","Delhi, India","None","True","28.5413641286,77.1747922897","1","0","1","0","0","0","0","0"
"2011-10-02","National Research Center on Plant Biotechnology ","India","Delhi, India","False","True","28.6397620796,77.1694922447","1","0","0","1","0","0","0","0"
"2011-10-02","National Research Institute of Animal Production","Poland","Balice near Krakow, Poland","None","None","50.0854097966,19.7877019644","1","0","0","1","0","0","0","0"
"2011-10-02","Nationwide Children's Hospital Biomedical Genomics Core","United States","OH, United States","None","None","39.9576487695,-82.9852294922","1","0","0","1","0","0","0","0"
"2011-10-02","NCGR Genome Center","United States","NM, United States","True","True","35.636851388,-105.959433317","11","0","7","1","0","0","2","1"
"2011-10-02","NCI Core Genotyping Facility","United States","MD, United States","None","None","39.1277964794,-77.1767234802","2","2","0","0","0","0","0","0"
"2011-10-02","NCMLS, dept. Molecular Biology","Netherlands","Gelderland, Netherlands","None","False","51.823896,5.865176","2","0","1","1","0","0","0","0"
"2011-10-02","Necker Hospital","France","Ile-de-France, France","False","False","48.8452030651,2.31541156769","2","0","0","0","0","1","1","0"
"2011-10-02","New Jersey Medical School","United States","NJ, United States","True","False","40.7388844663,-74.1899013519","2","0","1","0","0","0","1","0"
"2011-10-02","New Mexico Genome Center","United States","NM, United States","None","None","35.6366072386,-105.95921874","6","0","6","0","0","0","0","0"
"2011-10-02","New York University -- Biology Department, Washington Square","United States","NY, United States","False","False","40.731128806,-73.994808197","2","0","0","1","0","0","1","0"
"2011-10-02","NewGene","United Kingdom","Newcastle Upon Tyne, United Kingdom","True","None","54.967293,-1.62014","1","1","0","0","0","0","0","0"
"2011-10-02","NGSC - Sidney Kimmel Comprehensive Cancer Center","United States","MD, United States","None","None","39.2981737474,-76.5942764282","2","0","0","0","0","0","2","0"
"2011-10-02","NICEM","South Korea",", South Korea","None","None","37.457295,126.948459","2","1","1","0","0","0","0","0"
"2011-10-02","NIDDK Genomics Core Laboratory","United States","MD, United States","False","True","39.000442755,-77.0987033844","1","0","1","0","0","0","0","0"
"2011-10-02","NIH Intramural Sequencing Center","United States","MD, United States","None","None","39.062382,-77.114325","10","1","9","0","0","0","0","0"
"2011-10-02","NIH NIAID Rocky Mtn Labs","United States","Hamilton, MT, United States","False","False","46.245400802,-114.154815674","3","1","1","0","0","0","1","0"
"2011-10-02","North-West University","South Africa","North West, South Africa","None","False","-26.6883782917,27.0920276642","1","0","0","0","0","1","0","0"
"2011-10-02","Northwestern University","United States","IL, United States","None","None","41.892694,-87.621202","1","0","0","0","0","0","1","0"
"2011-10-02","Norwegian High-Throughput Sequencing Centre (NSC)","Norway","Oslo, Norway","True","None","59.9405729696,10.7209267622","4","2","1","1","0","0","0","0"
"2011-10-02","Notre Dame Genomics Core Facility","United States","Notre Dame, IN, United States","True","False","41.7008703607,-86.2331056595","1","1","0","0","0","0","0","0"
"2011-10-02","NTOU","Taiwan","基隆市, Taiwan","None","None","25.1514069646,121.77271843","1","1","0","0","0","0","0","0"
"2011-10-02","NTU Center of Genomic Medicine","Taiwan","台北市, Taiwan","None","True","25.04445476,121.519432068","4","0","0","0","0","0","4","0"
"2011-10-02","Nucleic Acids Research Facility, core lab for Virginia Commonwealth University School of Medicine","United States","VA, United States","False","False","37.5403578912,-77.4321556091","4","2","1","1","0","0","0","0"
"2011-10-02","NXTGNT","Belgium","Vlaams Gewest, Belgium","True","True","51.0234734564,3.72608184814","2","1","1","0","0","0","0","0"
"2011-10-02","NYU Langone Medical Center","United States","NY, United States","True","False","40.739844,-73.974895","2","1","1","0","0","0","0","0"
"2011-10-02","Ocimumbio","United States","MD, United States","None","None","39.15123,-77.231827","2","1","1","0","0","0","0","0"
"2011-10-02","Odile Sismeiro","France","Paris, France","True","True","48.8413337067,2.30944633484","1","0","0","1","0","0","0","0"
"2011-10-02","Ohio State University","United States","OH, United States","True","False","39.996454374,-83.0199050903","2","0","0","0","0","0","2","0"
"2011-10-02","OHSU Massively Parallel Sequencing Shared Resource","United States","Portland, Oregon, United States","True","False","45.4981204125,-122.671322823","1","0","1","0","0","0","0","0"
"2011-10-02","Okinawa Institute of Science and Technology","Japan","Okinawa, Japan","False","None","26.3396818245,127.854573727","5","3","2","0","0","0","0","0"
"2011-10-02","Okinawa Science and Technology Promotion Center (OSTC)","Japan","12-2 Suzaki, Uruma, Okinawa 904-2234, Japan","True","True","26.336566535,127.850190997","3","0","0","0","0","0","3","0"
"2011-10-02","OMRF Next Gen Sequencing Core","United States","OK, United States","True","None","35.4734007735,-97.5035891528","1","0","0","1","0","0","0","0"
"2011-10-02","Ontario Institute for Cancer Research","Canada","ON, Canada","False","True","43.6596621142,-79.3893957138","17","0","3","7","0","1","5","1"
"2011-10-02","Oregon State University CGRB Core Lab","United States","OR, United States","None","False","44.5665705398,-123.281965256","1","0","1","0","0","0","0","0"
"2011-10-02","Ospedale Pediatrico Meyer","Italy","Toscana, Italy","None","None","43.8108092514,11.2525749207","1","1","0","0","0","0","0","0"
"2011-10-02","Ottawa Hospital Research Institute","Canada","ON, Canada","True","None","45.4019524393,-75.646031856","1","0","1","0","0","0","0","0"
"2011-10-02","Parque científico de Madrid","Spain","Comunidad de Madrid, Spain","True","False","40.3967643056,-3.7353515625","1","0","1","0","0","0","0","0"
"2011-10-02","Paterson Institute for Cancer Research","United Kingdom","Manchester, United Kingdom","None","False","53.4320375847,-2.22885131836","1","0","0","0","0","0","1","0"
"2011-10-02","Penn Genome Frontiers Institute","United States","PA, United States","True","False","39.9491180382,-75.1990878582","3","0","0","2","0","0","1","0"
"2011-10-02","Penn State University, Genomics Core Facility","United States","PA, United States","True","True","40.7975510271,-77.8637123108","2","1","0","0","0","0","1","0"
"2011-10-02","PerkinElmer, Inc.","United States","CT, United States","True","True","41.2966387587,-72.7712917328","3","0","1","2","0","0","0","0"
"2011-10-02","Plant Biotechnology Institute - National Research Council of Canada","Canada","SK, Canada","True","False","52.130669308,-106.629266739","3","1","1","1","0","0","0","0"
"2011-10-02","Plant-Microbe Genomics Facility","United States","OH, United States","True","False","39.9963721821,-83.0200982094","1","1","0","0","0","0","0","0"
"2011-10-02","Plateforme Genomique Genotoul","France","Castanet Tolosan, France","True","None","43.5280933347,1.49478435516","2","1","0","1","0","0","0","0"
"2011-10-02","Plateforme Génome - Transcriptome de Bordeaux","France","Aquitaine, France","True","False","44.8256823038,-0.610771179199","1","0","1","0","0","0","0","0"
"2011-10-02","Plateforme Génomique Gènes Diffusion / TAG","France","Nord-Pas-de-Calais, France","True","True","50.6282106589,3.07361841202","1","0","0","0","0","1","0","0"
"2011-10-02","Princess Alexandra Hospital","Australia","QLD, Australia","None","None","-27.4993813209,153.033021212","1","0","0","0","0","0","1","0"
"2011-10-02","PROGENIKA BIOPHARMA, S.A.","Spain","PV, Spain","False","None","43.289451865,-2.85970687866","1","0","1","0","0","0","0","0"
"2011-10-02","Prognosys","United States","CA, United States","None","None","32.831135,-117.253647","1","0","1","0","0","0","0","0"
"2011-10-02","Purdue University","United States","IN, United States","True","None","40.4228404868,-86.9154596329","2","1","0","0","0","0","1","0"
"2011-10-02","Queensland Brain Institute","Australia","QLD, Australia","False","True","-27.4994022577,153.011977673","1","0","0","1","0","0","0","0"
