"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2011-10-02","Queensland Institute of Medical Research","Australia","QLD, Australia","False","False","-27.4494475757,153.027920723","1","0","1","0","0","0","0","0"
"2011-10-02","Ramaciotti Centre for Gene Function Analysis","Australia","NSW, Australia","True","None","-33.9172951923,151.235218048","2","1","1","0","0","0","0","0"
"2011-10-02","Rede Paraense de Genômica e Proteômica (RPGP)","Brazil","Belém - PA, Brazil","True","False","-1.47365770508,-48.457968235","1","0","0","0","0","0","1","0"
"2011-10-02","Riken","Japan","神奈川県, Japan","True","None","35.4876507976,139.684638977","10","2","5","0","0","0","3","0"
"2011-10-02","Rockefeller University Genomics Resource Center","United States","NY, United States","None","None","40.7625360836,-73.9575576782","1","0","1","0","0","0","0","0"
"2011-10-02","Royal Brompton Hospital","United Kingdom","Greater London, United Kingdom","None","None","51.4900013268,-0.171103477478","1","0","0","0","0","0","1","0"
"2011-10-02","Russian Research Center Kurchatov Institute","Russia","Moscow, Russia","False","False","55.7955035133,37.4764251709","5","0","3","0","0","0","2","0"
"2011-10-02","SAIC-Frederick","United States","MD, United States","None","None","39.4363918685,-77.4348163605","6","2","4","0","0","0","0","0"
"2011-10-02","Sandor","India","Hyderabad, India","True","True","17.2247582066,78.4423828125","1","0","1","0","0","0","0","0"
"2011-10-02","SCIBLU","Sweden","Lund, Sweden","None","None","55.7119422613,13.2012319565","1","0","0","1","0","0","0","0"
"2011-10-02","Science for Life Laboratory Stockholm","Sweden","Solna, Stockholm, Sweden","True","True","59.3504661971,18.0231571198","7","2","0","3","0","0","2","0"
"2011-10-02","Scientific and Technical Services of the University of Barcelona","Spain","CT, Spain","True","False","41.3816719398,2.11633640534","1","1","0","0","0","0","0","0"
"2011-10-02","Scripps Research Institute","United States","CA, United States","None","None","32.905749,-117.241373","1","0","1","0","0","0","0","0"
"2011-10-02","Scripps Translational Science Institute","United States","CA, United States","False","False","32.8992452914,-117.240407467","3","0","2","0","0","0","1","0"
"2011-10-02","Seq-It","Germany","Rheinland-Pfalz, Germany","None","None","49.443017,7.758644","1","1","0","0","0","0","0","0"
"2011-10-02","Sequencing Facility","United States","MD, United States","False","False","39.1275379176,-77.1769080157","4","0","4","0","0","0","0","0"
"2011-10-02","sequencys","United States","CA, United States","None","None","32.8430182654,-117.279377818","1","0","1","0","0","0","0","0"
"2011-10-02","SeqWright","United States","TX, United States","None","None","29.684474,-95.409737","3","1","0","1","0","0","1","0"
"2011-10-02","ServiceXS","Netherlands","Zuid-Holland, Netherlands","True","None","52.166772,4.475899","1","0","1","0","0","0","0","0"
"2011-10-02","Shafallah Genetics Center","Qatar","Ad Dawhah, Qatar","None","None","25.3846657832,51.5154075623","1","0","0","0","0","0","1","0"
"2011-10-02","Shanghai Biochip","China","上海市, China","True","True","31.196419364,121.610283852","7","1","2","0","0","0","4","0"
"2011-10-02","Sir Henry Wellcome Functional Genomics Facility (SHWFGF)","United Kingdom","University of Glasgow, Glasgow, United Kingdom","True","False","55.8726143055,-4.29256439209","1","0","1","0","0","0","0","0"
"2011-10-02","Sistemas Genomicos","Spain","Comunidad Valenciana, Spain","True","True","39.5476197822,-0.462412834167","2","0","0","0","0","0","2","0"
"2011-10-02","Source BioScience Dublin","Ireland","Comhairle Cathrach Bhaile Atha Cliath, Ireland","None","None","53.3502823399,-6.27441644669","1","0","0","1","0","0","0","0"
"2011-10-02","Source BioScience LifeSciences","United Kingdom","Nottingham, United Kingdom","True","None","52.979,-1.2382","4","0","3","1","0","0","0","0"
"2011-10-02","Southern Cross Plant genomics","Australia","New South Wales, Australia","True","False","-28.8213647302,153.298416138","1","0","1","0","0","0","0","0"
"2011-10-02","St. Jude Children's Research Hospital","United States","TN, United States","False","None","35.1534421999,-90.0418424606","8","1","7","0","0","0","0","0"
"2011-10-02","Stan Nelson's Lab","United States","CA, United States","True","True","34.0673073766,-118.444740772","3","0","2","0","0","0","1","0"
"2011-10-02","Stanford School of Medicine","United States","CA, United States","None","None","37.4341130289,-122.179470062","2","0","0","0","0","0","2","0"
"2011-10-02","Stellenbosch University","South Africa","Stellenbosch, South Africa","True","False","-33.9310051081,18.8655424118","3","0","0","0","0","1","2","0"
"2011-10-02","Stowers Institute for Medical Research","United States","MO, United States","False","False","39.0371122873,-94.5751957297","1","0","1","0","0","0","0","0"
"2011-10-02","Swedish Institute for Infectious Disease Control","Sweden",", Sweden","None","None","59.357696,18.005905","1","1","0","0","0","0","0","0"
"2011-10-02","TAKARA BIO Inc. DragonGenomics Ctr.","Japan","三重県, Japan","True","True","34.990734,136.485032","5","1","2","1","0","0","1","0"
"2011-10-02","Taueret Laboratories","United States","UT, United States","True","False","40.7185422261,-111.811852455","1","1","0","0","0","0","0","0"
"2011-10-02","TechDragon","Hong Kong","Shatin, Hong Kong","True","False","22.390083667,114.207552195","1","0","0","0","0","0","1","0"
"2011-10-02","Technical University of Applied Sciences Wildau","Germany","Brandenburg, Germany","False","False","52.317772767,13.6312490702","1","1","0","0","0","0","0","0"
"2011-10-02","Telemark Hospital","Norway","Telemark, Norway","None","False","59.1956915272,9.58987355232","1","0","0","1","0","0","0","0"
"2011-10-02","TGen North","United States","AZ, United States","False","False","35.1378791196,-111.6746521","1","0","1","0","0","0","0","0"
"2011-10-02","TGML, TAGC Inserm UMR928","France","MARSEILLE, France","False","False","43.2336976788,5.44132232666","1","0","0","0","0","0","1","0"
"2011-10-02","The Centre for Applied Genomics, Hospital for Sick Children","Canada","ON, Canada","True","False","43.65744,-79.385834","8","1","0","1","0","0","6","0"
"2011-10-02","The CSIRO - AAHL ","Australia","VIC, Australia","False","False","-38.1260496675,144.338099957","1","1","0","0","0","0","0","0"
"2011-10-02","The Gandel Charitable Trust Sequencing Centre","Australia","VIC, Australia","True","True","-37.9216373665,145.125102997","2","0","0","0","0","1","1","0"
"2011-10-02","The GenePool (University of Edinburgh)","United Kingdom","City of Edinburgh, United Kingdom","False","False","55.923299,-3.172469","5","1","3","1","0","0","0","0"
"2011-10-02","The Genome Analysis Centre","United Kingdom","Norfolk, United Kingdom","None","None","52.621744,1.218946","8","2","2","2","0","0","2","0"
"2011-10-02","The Genome Center at Washington University","United States","St. Louis, MO, United States","None","True","38.6366512233,-90.2560329437","62","8","50","3","0","0","0","1"
"2011-10-02","The Genomics and Microarray Core, University of Colorado","United States","CO, United States","None","None","39.7459360924,-104.840426445","1","0","0","1","0","0","0","0"
"2011-10-02","The Huck Institutes of the Life Sciences","United States","PA, United States","None","None","40.7989317486,-77.8633260727","1","0","0","0","0","0","1","0"
"2011-10-02","The Institute for Research in Immunology and Cancer (IRIC) ","Canada","QC, Canada","None","None","45.5002410666,-73.6153507233","2","0","0","1","0","0","1","0"
"2011-10-02","The Institute of Molecular Biology","Germany","Rhineland-Palatinate, Germany","None","False","49.9892906744,8.23281526566","1","1","0","0","0","0","0","0"
"2011-10-02","The Jackson Laboratory","United States","ME, United States","None","None","44.3644830691,-68.1967735291","1","0","1","0","0","0","0","0"
"2011-10-02","The MRC National Institute for Medical Research","United Kingdom","London, United Kingdom","None","None","51.617830025,-0.219769477844","2","0","1","1","0","0","0","0"
"2011-10-02","The Ohio State University Comprehensive Cancer Center NASR-Illumina Core","United States","Columbus, Ohio, United States","True","False","39.9965365659,-83.0193686485","2","0","2","0","0","0","0","0"
"2011-10-02","The Sainsbury Laboratory","United Kingdom","Norfolk, United Kingdom","False","False","52.62229803,1.22276544571","1","0","1","0","0","0","0","0"
"2011-10-02","Tierärztlichen Institut der Georg-August-Universität Göttingen ","Germany","Lower Saxony, Germany","None","None","51.561478115,9.95861291885","1","0","0","0","0","0","1","0"
"2011-10-02","Tokyo University","Japan",", Japan","None","None","35.46067,139.746094","2","0","2","0","0","0","0","0"
"2011-10-02","Translational Genomics Research Institute (TGen)","United States","AZ, United States","True","False","33.452784,-112.06707","11","1","2","3","0","0","5","0"
"2011-10-02","Tri-ibiotech, inc.","Taiwan","Taipei County, Taiwan","True","True","25.067961557,121.62274003","1","0","0","0","0","0","0","1"
"2011-10-02","Trinity College Dublin, Dublin","Ireland","Dublin, Ireland","True","False","53.3416613201,-6.29422187805","1","0","1","0","0","0","0","0"
"2011-10-02","Tufts University Core Facility","United States","MA, United States","True","True","42.351472,-71.060214","2","1","0","1","0","0","0","0"
"2011-10-02","UB Next-Generation Sequencing and Expression Analysis Core","United States","Buffalo, NY, United States","True","True","42.8840146704,-78.8763427734","2","1","0","1","0","0","0","0"
"2011-10-02","UC Davis","United States","CA, United States","True","True","38.507341,-121.764221","3","0","3","0","0","0","0","0"
"2011-10-02","UCD-Conway Institute","Ireland",", Ireland","None","None","53.307493,-6.227188","1","0","1","0","0","0","0","0"
"2011-10-02","UCI Genomics High Throughput Facility","United States","CA, United States","True","False","33.6430271461,-117.853045464","1","0","0","1","0","0","0","0"
"2011-10-02","UCL Genomics","United Kingdom","Greater London, United Kingdom","True","True","51.5245584458,-0.133222102595","4","1","2","0","0","0","1","0"
"2011-10-02","UConn Health Center Translational Genomics Core","United States","CT, United States","True","None","41.7313549101,-72.7988433838","2","0","1","1","0","0","0","0"
"2011-10-02","UCSC Genome Sequencing Center","United States","Santa Cruz, CA, United States","True","True","36.995972,-122.054672","6","1","1","1","0","2","1","0"
"2011-10-02","UCSF","United States","CA, United States","None","None","37.770036,-122.391772","1","0","1","0","0","0","0","0"
"2011-10-02","UK-Advanced Genetic Technologies Center ","United States","KY, United States","True","False","37.8921955472,-84.4189453125","1","1","0","0","0","0","0","0"
"2011-10-02","UMass Medical Center","United States","MA, United States","None","None","42.279324,-71.76525","2","0","1","0","0","0","1","0"
"2011-10-02","UNC at Charlotte","United States","NC, United States","False","False","35.3126038352,-80.7422590256","1","0","0","0","0","1","0","0"
"2011-10-02","Unidad Universitaria de Secuenciación Masiva de DNA - UNAM","Mexico","MO, Mexico","True","True","18.9829915642,-99.2342421412","1","0","1","0","0","0","0","0"
"2011-10-02","Universidad de Salamanca","Spain","CL, Spain","None","None","40.969319112,-5.67611217499","1","1","0","0","0","0","0","0"
"2011-10-02","Universitaetsklinikum Muenster","Germany","North Rhine-Westphalia, Germany","True","False","51.9598172564,7.59910583496","1","0","0","0","0","1","0","0"
"2011-10-02","Universiti Institut Teknologi Mara","Malaysia","Selangor, Malaysia","None","None","3.07860330831,101.498565674","1","0","1","0","0","0","0","0"
"2011-10-02","University Medical Center Groningen, Netherlands","Netherlands","Groningen, Netherlands","None","None","53.223186,6.574438","1","0","1","0","0","0","0","0"
"2011-10-02","University of Aarhus","Denmark","Midtjylland, Denmark","None","None","56.1674958938,10.2037968641","1","0","1","0","0","0","0","0"
"2011-10-02","University of Arizona Genetics Core","United States","AZ, United States","True","None","32.2374882171,-110.947151184","1","1","0","0","0","0","0","0"
"2011-10-02","University of Arkansas CCTR","United States","AR, United States","None","None","34.7505163915,-92.320625782","1","0","1","0","0","0","0","0"
"2011-10-02","University of Birmingham","United Kingdom","Birmingham, United Kingdom","True","False","52.4507395825,-1.93441987038","3","1","0","0","0","1","1","0"
"2011-10-02","University of Bristol","United Kingdom","City of Bristol, United Kingdom","None","None","51.4566810699,-2.60375976562","1","0","1","0","0","0","0","0"
"2011-10-02","University of California, Berkeley","United States","CA, United States","None","None","37.875666,-122.244186","5","0","2","3","0","0","0","0"
"2011-10-02","University of California, Riverside","United States","CA, United States","True","True","33.97141,-117.324715","1","0","1","0","0","0","0","0"
"2011-10-02","University of Colorado, School of Medicine","United States","CO, United States","True","None","39.7444512088,-104.840533733","2","1","1","0","0","0","0","0"
"2011-10-02","University of Connecticut Health Center","United States","Farmington, CT, United States","True","False","41.729914,-72.800755","2","0","1","1","0","0","0","0"
"2011-10-02","University of Connecticut, Storrs","United States","CT, United States","None","None","41.8062534493,-72.2532176971","1","1","0","0","0","0","0","0"
"2011-10-02","University of Exeter","United Kingdom","Devon, United Kingdom","True","False","50.735124,-3.534636","2","0","1","1","0","0","0","0"
"2011-10-02","University of Florida","United States","FL, United States","True","False","29.6365157492,-82.3544597626","6","1","1","0","0","2","1","1"
"2011-10-02","University of Freiburg Core Facility Genomics","Germany","Baden-Württemberg, Germany","None","None","48.007849,7.85677","1","0","1","0","0","0","0","0"
"2011-10-02","University of Geneva","Switzerland","Genève, Switzerland","False","False","46.1940617939,6.15127086639","1","0","1","0","0","0","0","0"
"2011-10-02","University of Graz, Austria","Austria","Steiermark, Austria","None","None","47.0585326693,15.4616872074","1","1","0","0","0","0","0","0"
"2011-10-02","University of Illinois","United States","IL, United States","True","True","40.106174,-88.218498","5","2","1","2","0","0","0","0"
